    1,2020-04-08T21:01:57.001, 36.7072, 80.1517,3390.050,3680.891, 20.6626,3420.4180,114.22, 0.025
    2,2020-04-08T21:01:57.150, 36.6993, 80.1505,3390.052,3680.888, 20.6656,3420.4236,114.22, 0.025
    3,2020-04-08T21:01:57.298, 36.6915, 80.1493,3390.055,3680.885, 20.6685,3420.4293,114.22, 0.025
    4,2020-04-08T21:01:57.447, 36.6836, 80.1481,3390.057,3680.882, 20.6715,3420.4349,114.23, 0.025
    5,2020-04-08T21:01:57.595, 36.6758, 80.1469,3390.059,3680.879, 20.6744,3420.4406,114.23, 0.025
    6,2020-04-08T21:01:57.732, 36.6686, 80.1458,3390.062,3680.876, 20.6771,3420.4458,114.23, 0.025
    7,2020-04-08T21:01:57.881, 36.6607, 80.1446,3390.064,3680.873, 20.6801,3420.4515,114.23, 0.025
    8,2020-04-08T21:01:58.029, 36.6529, 80.1434,3390.066,3680.870, 20.6830,3420.4571,114.24, 0.025
    9,2020-04-08T21:01:58.178, 36.6450, 80.1422,3390.069,3680.866, 20.6860,3420.4628,114.24, 0.025
   10,2020-04-08T21:01:58.326, 36.6372, 80.1410,3390.071,3680.863, 20.6889,3420.4685,114.24, 0.025
   11,2020-04-08T21:01:58.475, 36.6293, 80.1398,3390.073,3680.860, 20.6918,3420.4741,114.25, 0.025
   12,2020-04-08T21:01:58.612, 36.6221, 80.1387,3390.076,3680.857, 20.6946,3420.4793,114.25, 0.025
   13,2020-04-08T21:01:58.760, 36.6142, 80.1375,3390.078,3680.854, 20.6975,3420.4850,114.25, 0.025
   14,2020-04-08T21:01:58.909, 36.6064, 80.1363,3390.080,3680.851, 20.7005,3420.4907,114.26, 0.025
   15,2020-04-08T21:01:59.057, 36.5985, 80.1351,3390.083,3680.848, 20.7034,3420.4963,114.26, 0.025
   16,2020-04-08T21:01:59.206, 36.5907, 80.1339,3390.085,3680.845, 20.7063,3420.5020,114.26, 0.025
   17,2020-04-08T21:01:59.354, 36.5828, 80.1327,3390.088,3680.842, 20.7093,3420.5076,114.27, 0.025
